index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID,major,knowledge
3474,Class2,2024/10/7 18:16,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,208,3,977ece9de941d85308ac,J40192,r8S3g
3475,Class2,2024/10/7 18:16,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,188,5,222d5ee50487a2b8601b,J87654,r8S3g
3476,Class2,2024/10/7 18:15,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,196,6,222d5ee50487a2b8601b,J87654,r8S3g
3477,Class2,2024/10/7 18:14,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,188,5,977ece9de941d85308ac,J40192,r8S3g
3478,Class2,2024/10/7 18:14,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,320,5,222d5ee50487a2b8601b,J87654,r8S3g
3479,Class2,2024/10/7 18:13,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_gj1NLb4Jn7URf9K2kQPd,172,4,977ece9de941d85308ac,J40192,r8S3g
3480,Class2,2024/10/7 18:12,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,196,3,977ece9de941d85308ac,J40192,r8S3g
3481,Class2,2024/10/7 18:11,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,188,5,222d5ee50487a2b8601b,J87654,r8S3g
3482,Class2,2024/10/7 18:11,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_gj1NLb4Jn7URf9K2kQPd,188,5,977ece9de941d85308ac,J40192,r8S3g
3483,Class2,2024/10/7 18:11,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,188,4,37905cfdcd105683aaf4,J78901,r8S3g
3484,Class2,2024/10/7 18:10,Error1,0,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,4,222d5ee50487a2b8601b,J87654,r8S3g
3485,Class2,2024/10/7 18:10,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_5Q4KoXthUuYz3bvrTDFm,340,3,bfc3a5cb3b9c29f08176,J57489,r8S3g
3486,Class2,2024/10/7 18:07,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,304,6,bfc3a5cb3b9c29f08176,J57489,r8S3g
3487,Class2,2024/10/7 17:58,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,196,5,bfc3a5cb3b9c29f08176,J57489,r8S3g
3488,Class2,2024/10/7 17:55,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,312,5,bfc3a5cb3b9c29f08176,J57489,r8S3g
3489,Class2,2024/10/7 17:55,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,192,5,bfc3a5cb3b9c29f08176,J57489,r8S3g
3490,Class2,2024/10/7 17:55,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,328,4,222d5ee50487a2b8601b,J87654,r8S3g
3491,Class2,2024/10/7 17:54,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_gj1NLb4Jn7URf9K2kQPd,196,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3492,Class2,2024/10/7 17:54,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,0,2,68c45e933c2dc939e7c9,J40192,t5V9e
3493,Class2,2024/10/7 17:54,Error2,0,Question_fZrP3FJ4ebUogW9V7taS,Method_BXr9AIsPQhwNvyGdZL57,188,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3494,Class2,2024/10/7 17:53,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,188,4,222d5ee50487a2b8601b,J87654,r8S3g
3495,Class2,2024/10/7 17:52,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,0,3,68c45e933c2dc939e7c9,J40192,t5V9e
3496,Class2,2024/10/7 17:34,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,196,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3496,Class2,2024/10/7 17:34,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,196,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3497,Class2,2024/10/7 17:22,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,324,5,8f98bfcea1b9f0dba97e,J87654,y9W5d
3497,Class2,2024/10/7 17:22,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,324,5,8f98bfcea1b9f0dba97e,J87654,m3D1v
3498,Class2,2024/10/7 17:20,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,8f98bfcea1b9f0dba97e,J87654,y9W5d
3498,Class2,2024/10/7 17:20,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,8f98bfcea1b9f0dba97e,J87654,m3D1v
3499,Class2,2024/10/7 17:18,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,456,6,8f98bfcea1b9f0dba97e,J87654,y9W5d
3499,Class2,2024/10/7 17:18,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,456,6,8f98bfcea1b9f0dba97e,J87654,m3D1v
3500,Class2,2024/10/7 17:15,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,188,4,6e8118d5ad3c7093b869,J57489,r8S3g
3501,Class2,2024/10/7 17:15,Partially_Correct,1,Question_4nHcauCQ0Y6Pm8DgKlLo,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,6,18654732ca312afc173f,J87654,m3D1v
3502,Class2,2024/10/7 17:15,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,340,5,8f98bfcea1b9f0dba97e,J87654,y9W5d
3502,Class2,2024/10/7 17:15,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,340,5,8f98bfcea1b9f0dba97e,J87654,m3D1v
3503,Class2,2024/10/7 17:14,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,192,5,8f98bfcea1b9f0dba97e,J87654,y9W5d
3503,Class2,2024/10/7 17:14,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,192,5,8f98bfcea1b9f0dba97e,J87654,m3D1v
3504,Class2,2024/10/7 17:08,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,312,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3504,Class2,2024/10/7 17:08,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,312,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3505,Class2,2024/10/7 17:08,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,192,6,6e8118d5ad3c7093b869,J57489,r8S3g
3506,Class2,2024/10/7 17:07,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,196,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3506,Class2,2024/10/7 17:07,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,196,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3507,Class2,2024/10/7 17:03,Absolutely_Correct,3,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,196,8,8f98bfcea1b9f0dba97e,J87654,m3D1v
3508,Class2,2024/10/7 17:02,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,324,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3508,Class2,2024/10/7 17:02,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,324,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3509,Class2,2024/10/7 17:01,Partially_Correct,2,Question_Jr4Wz5jLqmN01KUwHa7g,Method_m8vwGkEZc3TSW2xqYUoR,188,6,8f98bfcea1b9f0dba97e,J87654,m3D1v
3510,Class2,2024/10/7 17:01,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,352,11,50fec4ca4283ad18c000,J78901,r8S3g
3510,Class2,2024/10/7 17:01,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,352,11,50fec4ca4283ad18c000,J78901,r8S3g
3511,Class2,2024/10/7 17:01,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,320,5,bfc3a5cb3b9c29f08176,J57489,r8S3g
3511,Class2,2024/10/7 17:01,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,320,5,bfc3a5cb3b9c29f08176,J57489,r8S3g
3512,Class2,2024/10/7 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,3,bfc3a5cb3b9c29f08176,J57489,r8S3g
3512,Class2,2024/10/7 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,3,bfc3a5cb3b9c29f08176,J57489,r8S3g
3513,Class2,2024/10/7 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,50fec4ca4283ad18c000,J78901,r8S3g
3513,Class2,2024/10/7 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,50fec4ca4283ad18c000,J78901,r8S3g
3514,Class2,2024/10/7 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,192,3,bfc3a5cb3b9c29f08176,J57489,r8S3g
3514,Class2,2024/10/7 17:00,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,192,3,bfc3a5cb3b9c29f08176,J57489,r8S3g
3515,Class2,2024/10/7 16:53,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,188,8,bfc3a5cb3b9c29f08176,J57489,r8S3g
3516,Class2,2024/10/7 16:53,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,196,3,bfc3a5cb3b9c29f08176,J57489,r8S3g
3517,Class2,2024/10/7 16:53,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3518,Class2,2024/10/7 16:53,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_m8vwGkEZc3TSW2xqYUoR,192,5,c955c51bfd07134bc831,J40192,r8S3g
3519,Class2,2024/10/7 16:52,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,320,4,bfc3a5cb3b9c29f08176,J57489,r8S3g
3520,Class2,2024/10/7 16:48,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,176,5,c955c51bfd07134bc831,J40192,r8S3g
3521,Class2,2024/10/7 16:44,Absolutely_Error,0,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,200,4,c955c51bfd07134bc831,J40192,r8S3g
3522,Class2,2024/10/7 16:44,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,4,906ffe092972df38360a,J78901,t5V9e
3523,Class2,2024/10/7 16:37,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,192,4,906ffe092972df38360a,J78901,t5V9e
3524,Class2,2024/10/7 16:36,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,daf693769d8638a22ee9,J23517,t5V9e
3525,Class2,2024/10/7 16:35,Partially_Correct,1,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,324,4,daf693769d8638a22ee9,J23517,t5V9e
3526,Class2,2024/10/7 16:35,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_m8vwGkEZc3TSW2xqYUoR,200,3,7c3fa9ed66d940d49692,J40192,r8S3g
3527,Class2,2024/10/7 16:34,Partially_Correct,1,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,192,4,daf693769d8638a22ee9,J23517,t5V9e
3528,Class2,2024/10/7 16:33,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,324,4,daf693769d8638a22ee9,J23517,t5V9e
3529,Class2,2024/10/7 16:33,Absolutely_Error,0,Question_rvB9mVE6Kbd8jAY4NwPx,Method_BXr9AIsPQhwNvyGdZL57,196,4,7c3fa9ed66d940d49692,J40192,r8S3g
3530,Class2,2024/10/7 16:32,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_m8vwGkEZc3TSW2xqYUoR,196,4,daf693769d8638a22ee9,J23517,t5V9e
3531,Class2,2024/10/7 16:31,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,4,058c03d945c4ae0978a0,J23517,r8S3g
3531,Class2,2024/10/7 16:31,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,4,058c03d945c4ae0978a0,J23517,r8S3g
3532,Class2,2024/10/7 16:31,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,3,c955c51bfd07134bc831,J40192,r8S3g
3533,Class2,2024/10/7 16:31,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,324,5,daf693769d8638a22ee9,J23517,t5V9e
3534,Class2,2024/10/7 16:30,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,196,5,50fec4ca4283ad18c000,J78901,r8S3g
3535,Class2,2024/10/7 16:30,Error3,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,200,4,daf693769d8638a22ee9,J23517,t5V9e
3536,Class2,2024/10/7 16:29,Absolutely_Error,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,304,5,daf693769d8638a22ee9,J23517,t5V9e
3537,Class2,2024/10/7 16:27,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,188,4,5d580a610c7f8114eb5c,J87654,r8S3g
3538,Class2,2024/10/7 16:27,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_m8vwGkEZc3TSW2xqYUoR,188,4,5d580a610c7f8114eb5c,J87654,r8S3g
3539,Class2,2024/10/7 16:27,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,172,6,5d580a610c7f8114eb5c,J87654,r8S3g
3540,Class2,2024/10/7 16:27,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,4,5d580a610c7f8114eb5c,J87654,r8S3g
3541,Class2,2024/10/7 16:25,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,320,5,5d580a610c7f8114eb5c,J87654,r8S3g
3542,Class2,2024/10/7 16:25,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_BXr9AIsPQhwNvyGdZL57,188,6,c955c51bfd07134bc831,J40192,r8S3g
3543,Class2,2024/10/7 16:25,Absolutely_Error,0,Question_fZrP3FJ4ebUogW9V7taS,Method_5Q4KoXthUuYz3bvrTDFm,324,5,c955c51bfd07134bc831,J40192,r8S3g
3544,Class2,2024/10/7 16:25,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_Cj9Ya2R7fZd6xs1q5mNQ,196,5,5d580a610c7f8114eb5c,J87654,r8S3g
3545,Class2,2024/10/7 16:23,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_BXr9AIsPQhwNvyGdZL57,188,5,5d580a610c7f8114eb5c,J87654,r8S3g
3546,Class2,2024/10/7 16:23,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,372,8,906ffe092972df38360a,J78901,t5V9e
3547,Class2,2024/10/7 16:21,Absolutely_Correct,3,Question_6RQj2gF3OeK5AmDvThUV,Method_gj1NLb4Jn7URf9K2kQPd,256,3,18654732ca312afc173f,J87654,m3D1v
3548,Class2,2024/10/7 16:19,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,192,5,906ffe092972df38360a,J78901,t5V9e
3549,Class2,2024/10/7 16:18,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,200,4,906ffe092972df38360a,J78901,t5V9e
3550,Class2,2024/10/7 16:15,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,192,3,5d580a610c7f8114eb5c,J87654,r8S3g
3551,Class2,2024/10/7 16:15,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,188,6,058c03d945c4ae0978a0,J23517,r8S3g
3552,Class2,2024/10/7 16:15,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_5Q4KoXthUuYz3bvrTDFm,324,4,daf693769d8638a22ee9,J23517,r8S3g
3553,Class2,2024/10/7 16:14,Absolutely_Error,0,Question_rvB9mVE6Kbd8jAY4NwPx,Method_BXr9AIsPQhwNvyGdZL57,188,4,7c3fa9ed66d940d49692,J40192,r8S3g
3554,Class2,2024/10/7 16:14,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,188,4,5d580a610c7f8114eb5c,J87654,r8S3g
3555,Class2,2024/10/7 16:13,Error4,0,Question_rvB9mVE6Kbd8jAY4NwPx,Method_5Q4KoXthUuYz3bvrTDFm,196,3,7c3fa9ed66d940d49692,J40192,r8S3g
3556,Class2,2024/10/7 16:13,Error2,0,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,320,4,5d580a610c7f8114eb5c,J87654,r8S3g
3557,Class2,2024/10/7 16:12,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_5Q4KoXthUuYz3bvrTDFm,188,5,daf693769d8638a22ee9,J23517,r8S3g
3558,Class2,2024/10/7 16:12,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_Cj9Ya2R7fZd6xs1q5mNQ,328,4,7d882daa0b4d418d1d0c,J78901,t5V9e
3559,Class2,2024/10/7 16:11,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,5,ee1ef9674f9e0bfca48b,J23517,r8S3g
3559,Class2,2024/10/7 16:11,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,5,ee1ef9674f9e0bfca48b,J23517,r8S3g
3560,Class2,2024/10/7 16:04,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,172,4,daf693769d8638a22ee9,J23517,r8S3g
3561,Class2,2024/10/7 16:04,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,4,7c3fa9ed66d940d49692,J40192,r8S3g
3562,Class2,2024/10/7 16:03,Error4,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,192,3,7c3fa9ed66d940d49692,J40192,r8S3g
3563,Class2,2024/10/7 16:02,Error4,0,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,192,4,7c3fa9ed66d940d49692,J40192,r8S3g
3564,Class2,2024/10/7 16:01,Error4,0,Question_BW0ItEaymH3TkD6S15JF,Method_m8vwGkEZc3TSW2xqYUoR,328,2,7c3fa9ed66d940d49692,J40192,r8S3g
3565,Class2,2024/10/7 16:01,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,324,5,c955c51bfd07134bc831,J40192,r8S3g
3565,Class2,2024/10/7 16:01,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,324,5,c955c51bfd07134bc831,J40192,r8S3g
3566,Class2,2024/10/7 16:01,Error4,0,Question_BW0ItEaymH3TkD6S15JF,Method_gj1NLb4Jn7URf9K2kQPd,316,5,7c3fa9ed66d940d49692,J40192,r8S3g
3567,Class2,2024/10/7 16:01,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,188,4,c955c51bfd07134bc831,J40192,r8S3g
3567,Class2,2024/10/7 16:01,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,188,4,c955c51bfd07134bc831,J40192,r8S3g
3568,Class2,2024/10/7 16:00,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,476,4,c955c51bfd07134bc831,J40192,r8S3g
3568,Class2,2024/10/7 16:00,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_m8vwGkEZc3TSW2xqYUoR,476,4,c955c51bfd07134bc831,J40192,r8S3g
3569,Class2,2024/10/7 15:59,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,212,5,ee1ef9674f9e0bfca48b,J23517,r8S3g
3569,Class2,2024/10/7 15:59,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,212,5,ee1ef9674f9e0bfca48b,J23517,r8S3g
3570,Class2,2024/10/7 15:54,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,196,4,daf693769d8638a22ee9,J23517,r8S3g
3570,Class2,2024/10/7 15:54,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,196,4,daf693769d8638a22ee9,J23517,r8S3g
3571,Class2,2024/10/7 15:53,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,daf693769d8638a22ee9,J23517,r8S3g
3571,Class2,2024/10/7 15:53,Error2,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,daf693769d8638a22ee9,J23517,r8S3g
3572,Class2,2024/10/7 15:52,Absolutely_Correct,1,Question_rvB9mVE6Kbd8jAY4NwPx,Method_BXr9AIsPQhwNvyGdZL57,196,4,af8dedf6ecb4605a09fa,J40192,r8S3g
3573,Class2,2024/10/7 15:50,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_5Q4KoXthUuYz3bvrTDFm,196,4,ee1ef9674f9e0bfca48b,J23517,r8S3g
3574,Class2,2024/10/7 15:50,Absolutely_Correct,1,Question_fZrP3FJ4ebUogW9V7taS,Method_m8vwGkEZc3TSW2xqYUoR,192,4,7c3fa9ed66d940d49692,J40192,r8S3g
3575,Class2,2024/10/7 15:49,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,184,4,c955c51bfd07134bc831,J40192,r8S3g
3575,Class2,2024/10/7 15:49,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,184,4,c955c51bfd07134bc831,J40192,r8S3g
3576,Class2,2024/10/7 15:46,Absolutely_Correct,1,Question_VgKw8PjY1FR6cm2QI9XW,Method_gj1NLb4Jn7URf9K2kQPd,184,4,daf693769d8638a22ee9,J23517,r8S3g
3577,Class2,2024/10/7 15:46,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,188,5,c955c51bfd07134bc831,J40192,r8S3g
3577,Class2,2024/10/7 15:46,Absolutely_Error,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,188,5,c955c51bfd07134bc831,J40192,r8S3g
3578,Class2,2024/10/7 15:45,Absolutely_Correct,1,Question_BW0ItEaymH3TkD6S15JF,Method_BXr9AIsPQhwNvyGdZL57,192,3,af8dedf6ecb4605a09fa,J40192,r8S3g
3579,Class2,2024/10/7 15:43,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,4,c955c51bfd07134bc831,J40192,r8S3g
3579,Class2,2024/10/7 15:43,Error1,0,Question_q7OpB2zCMmW9wS8uNt3H,Method_5Q4KoXthUuYz3bvrTDFm,0,4,c955c51bfd07134bc831,J40192,r8S3g
3580,Class2,2024/10/7 15:41,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,188,3,7c3fa9ed66d940d49692,J40192,r8S3g
3580,Class2,2024/10/7 15:41,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_BXr9AIsPQhwNvyGdZL57,188,3,7c3fa9ed66d940d49692,J40192,r8S3g
3581,Class2,2024/10/7 15:39,Absolutely_Correct,1,Question_q7OpB2zCMmW9wS8uNt3H,Method_gj1NLb4Jn7URf9K2kQPd,188,3,7c3fa9ed66d940d49692,J40192,r8S3g
