index,class,time,state,score,title_ID,method,memory,timeconsume,student_ID
1438,Class1,2024/11/11 18:26,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_gj1NLb4Jn7URf9K2kQPd,320,2,6e7d56f652020f046204
1439,Class1,2024/11/11 18:14,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,348,2,488934d01a504bc212b4
1440,Class1,2024/11/11 18:05,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,0,2,8b1fbc97391699e46cef
1441,Class1,2024/11/11 18:05,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,352,2,8b1fbc97391699e46cef
1442,Class1,2024/11/11 18:04,Partially_Correct,1,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,336,3,8b1fbc97391699e46cef
1443,Class1,2024/11/11 18:04,Partially_Correct,1,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,404,3,488934d01a504bc212b4
1444,Class1,2024/11/11 18:04,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_Cj9Ya2R7fZd6xs1q5mNQ,312,3,8777bd09f180d330b147
1445,Class1,2024/11/11 18:04,Absolutely_Correct,3,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,348,3,8b1fbc97391699e46cef
1446,Class1,2024/11/11 18:03,Partially_Correct,1,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,352,2,8b1fbc97391699e46cef
1447,Class1,2024/11/11 18:02,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,8777bd09f180d330b147
1448,Class1,2024/11/11 17:58,Absolutely_Error,0,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,8b1fbc97391699e46cef
1449,Class1,2024/11/11 17:54,Absolutely_Error,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,332,3,8b1fbc97391699e46cef
1450,Class1,2024/11/11 17:54,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,8b1fbc97391699e46cef
1451,Class1,2024/11/11 17:47,Partially_Correct,1,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,352,3,8b1fbc97391699e46cef
1452,Class1,2024/11/11 17:46,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,340,3,8b1fbc97391699e46cef
1453,Class1,2024/11/11 17:46,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,332,3,8b1fbc97391699e46cef
1454,Class1,2024/11/11 17:43,Absolutely_Error,0,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_BXr9AIsPQhwNvyGdZL57,316,3,8777bd09f180d330b147
1455,Class1,2024/11/11 17:28,Absolutely_Correct,3,Question_YWXHr4G6Cl7bEm9iF2kQ,Method_5Q4KoXthUuYz3bvrTDFm,312,2,7086b49d3d6c2cf79c1a
1456,Class1,2024/11/11 17:27,Absolutely_Correct,2,Question_s6VmP1G4UbEQWRYHK9Fd,Method_5Q4KoXthUuYz3bvrTDFm,452,4,8777bd09f180d330b147
1457,Class1,2024/11/11 17:26,Error1,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_gj1NLb4Jn7URf9K2kQPd,0,1,8777bd09f180d330b147
1458,Class1,2024/11/11 17:13,Partially_Correct,2,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,368,2,8b1fbc97391699e46cef
1459,Class1,2024/11/11 17:09,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,316,3,8b1fbc97391699e46cef
1460,Class1,2024/11/11 17:09,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,436,4,37ae91c472189108a737
1461,Class1,2024/11/11 17:09,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,364,2,8b1fbc97391699e46cef
1462,Class1,2024/11/11 17:08,Absolutely_Correct,3,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,348,3,8b1fbc97391699e46cef
1463,Class1,2024/11/11 17:02,Partially_Correct,2,Question_lU2wvHSZq7m43xiVroBc,Method_BXr9AIsPQhwNvyGdZL57,356,3,8b1fbc97391699e46cef
1464,Class1,2024/11/11 17:00,Error3,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,480,4,8b1fbc97391699e46cef
1465,Class1,2024/11/11 16:39,Error3,0,Question_lU2wvHSZq7m43xiVroBc,Method_BXr9AIsPQhwNvyGdZL57,316,3,8b1fbc97391699e46cef
1466,Class1,2024/11/11 16:39,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,0,5,8b1fbc97391699e46cef
1467,Class1,2024/11/11 16:38,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_gj1NLb4Jn7URf9K2kQPd,0,2,8b1fbc97391699e46cef
1468,Class1,2024/11/11 16:25,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,476,3,75c2677c8d156032e303
1469,Class1,2024/11/11 16:23,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,324,2,75c2677c8d156032e303
1470,Class1,2024/11/11 16:23,Absolutely_Error,0,Question_tgOjrpZLw4RdVzQx85h6,Method_5Q4KoXthUuYz3bvrTDFm,344,3,75c2677c8d156032e303
1471,Class1,2024/11/11 16:23,Absolutely_Error,0,Question_s6VmP1G4UbEQWRYHK9Fd,Method_m8vwGkEZc3TSW2xqYUoR,312,3,8777bd09f180d330b147
1472,Class1,2024/11/11 16:22,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,344,3,75c2677c8d156032e303
1473,Class1,2024/11/11 16:20,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_Cj9Ya2R7fZd6xs1q5mNQ,592,4,75c2677c8d156032e303
1474,Class1,2024/11/11 16:17,Absolutely_Correct,2,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,196,3,b345ecad87a7fbac77ce
1475,Class1,2024/11/11 16:15,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,480,3,75c2677c8d156032e303
1476,Class1,2024/11/11 16:15,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,448,2,75c2677c8d156032e303
1477,Class1,2024/11/11 16:08,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,452,3,75c2677c8d156032e303
1478,Class1,2024/11/11 16:08,Error1,0,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,0,2,75c2677c8d156032e303
1479,Class1,2024/11/11 16:06,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_gj1NLb4Jn7URf9K2kQPd,476,3,75c2677c8d156032e303
1480,Class1,2024/11/11 16:06,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,452,3,75c2677c8d156032e303
1481,Class1,2024/11/11 16:05,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,436,2,75c2677c8d156032e303
1482,Class1,2024/11/11 15:58,Error1,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,0,3,75c2677c8d156032e303
1483,Class1,2024/11/11 15:55,Error1,0,Question_tgOjrpZLw4RdVzQx85h6,Method_BXr9AIsPQhwNvyGdZL57,0,3,75c2677c8d156032e303
1484,Class1,2024/11/11 15:53,Error4,0,Question_tgOjrpZLw4RdVzQx85h6,Method_m8vwGkEZc3TSW2xqYUoR,452,3,75c2677c8d156032e303
1485,Class1,2024/11/11 15:47,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,196,2,75c2677c8d156032e303
1486,Class1,2024/11/11 15:47,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,0,2,75c2677c8d156032e303
1487,Class1,2024/11/11 15:46,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,324,3,75c2677c8d156032e303
1488,Class1,2024/11/11 15:45,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,324,3,b345ecad87a7fbac77ce
1489,Class1,2024/11/11 15:45,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,188,2,b345ecad87a7fbac77ce
1490,Class1,2024/11/11 15:45,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,324,3,b345ecad87a7fbac77ce
1491,Class1,2024/11/11 15:45,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,320,2,b345ecad87a7fbac77ce
1492,Class1,2024/11/11 15:44,Absolutely_Correct,2,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,364,2,b345ecad87a7fbac77ce
1493,Class1,2024/11/11 15:44,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,324,3,75c2677c8d156032e303
1494,Class1,2024/11/11 15:44,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,3,75c2677c8d156032e303
1495,Class1,2024/11/11 15:35,Error1,0,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_5Q4KoXthUuYz3bvrTDFm,0,3,03aa0b20dd4af1888eef
1496,Class1,2024/11/11 15:34,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,472,2,75c2677c8d156032e303
1497,Class1,2024/11/11 15:33,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,324,3,75c2677c8d156032e303
1498,Class1,2024/11/11 15:31,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,340,2,75c2677c8d156032e303
1499,Class1,2024/11/11 15:29,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,196,2,75c2677c8d156032e303
1500,Class1,2024/11/11 15:29,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,4,75c2677c8d156032e303
1501,Class1,2024/11/11 15:29,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_m8vwGkEZc3TSW2xqYUoR,0,2,75c2677c8d156032e303
1502,Class1,2024/11/11 15:23,Partially_Correct,1,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,332,3,75c2677c8d156032e303
1503,Class1,2024/11/11 15:21,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,0,5,75c2677c8d156032e303
1504,Class1,2024/11/11 15:20,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,0,1,75c2677c8d156032e303
1505,Class1,2024/11/11 15:20,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,0,5,75c2677c8d156032e303
1506,Class1,2024/11/11 15:20,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,75c2677c8d156032e303
1507,Class1,2024/11/11 14:35,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,2,75c2677c8d156032e303
1508,Class1,2024/11/11 14:33,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,4,75c2677c8d156032e303
1509,Class1,2024/11/11 14:33,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,3,75c2677c8d156032e303
1510,Class1,2024/11/11 14:31,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_gj1NLb4Jn7URf9K2kQPd,0,1,75c2677c8d156032e303
1511,Class1,2024/11/11 14:31,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_BXr9AIsPQhwNvyGdZL57,0,1,75c2677c8d156032e303
1512,Class1,2024/11/11 14:28,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,75c2677c8d156032e303
1513,Class1,2024/11/11 14:04,Error7,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,444,4,57709f904b1cc9ec60b1
1514,Class1,2024/11/11 14:03,Error7,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_gj1NLb4Jn7URf9K2kQPd,448,3,57709f904b1cc9ec60b1
1515,Class1,2024/11/11 13:59,Absolutely_Correct,3,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,316,4,cac3f85073c947532796
1516,Class1,2024/11/11 13:57,Absolutely_Correct,3,Question_5fgqjSBwTPG7KUV3it6O,Method_5Q4KoXthUuYz3bvrTDFm,320,3,545eb6c8154273344669
1517,Class1,2024/11/11 13:49,Error2,0,Question_pVKXjZn0BkSwYcsa7C31,Method_gj1NLb4Jn7URf9K2kQPd,348,3,cac3f85073c947532796
1518,Class1,2024/11/11 13:42,Absolutely_Correct,3,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,364,3,cac3f85073c947532796
1519,Class1,2024/11/11 13:37,Error3,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,324,3,545eb6c8154273344669
1520,Class1,2024/11/11 13:22,Error3,0,Question_5fgqjSBwTPG7KUV3it6O,Method_m8vwGkEZc3TSW2xqYUoR,308,3,545eb6c8154273344669
1521,Class1,2024/11/11 13:21,Error3,0,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,308,3,545eb6c8154273344669
1522,Class1,2024/11/11 13:19,Error1,0,Question_lU2wvHSZq7m43xiVroBc,Method_m8vwGkEZc3TSW2xqYUoR,0,2,8b1fbc97391699e46cef
1523,Class1,2024/11/11 13:12,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_BXr9AIsPQhwNvyGdZL57,200,2,545eb6c8154273344669
1524,Class1,2024/11/11 13:07,Partially_Correct,1,Question_5fgqjSBwTPG7KUV3it6O,Method_gj1NLb4Jn7URf9K2kQPd,312,2,545eb6c8154273344669
1525,Class1,2024/11/11 13:00,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,440,3,8b1fbc97391699e46cef
1526,Class1,2024/11/11 12:49,Absolutely_Error,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_BXr9AIsPQhwNvyGdZL57,320,3,8b1fbc97391699e46cef
1527,Class1,2024/11/11 12:24,Error7,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_5Q4KoXthUuYz3bvrTDFm,448,3,57709f904b1cc9ec60b1
1528,Class1,2024/11/11 12:09,Error5,0,Question_Jr4Wz5jLqmN01KUwHa7g,Method_m8vwGkEZc3TSW2xqYUoR,0,--,57709f904b1cc9ec60b1
1529,Class1,2024/11/11 11:38,Absolutely_Correct,4,Question_FNg8X9v5zcbB1tQrxHR3,Method_m8vwGkEZc3TSW2xqYUoR,332,3,22ae866c664a147f9971
1530,Class1,2024/11/11 11:38,Error2,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_gj1NLb4Jn7URf9K2kQPd,472,4,22ae866c664a147f9971
1531,Class1,2024/11/11 11:27,Absolutely_Correct,3,Question_ZTbD7mxr2OUp8Fz6iNjy,Method_5Q4KoXthUuYz3bvrTDFm,184,2,cac3f85073c947532796
1532,Class1,2024/11/11 11:17,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_m8vwGkEZc3TSW2xqYUoR,316,3,cac3f85073c947532796
1533,Class1,2024/11/11 11:17,Error3,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,464,3,8b1fbc97391699e46cef
1534,Class1,2024/11/11 11:15,Absolutely_Correct,3,Question_7NJzCXUPcvQF4Mkfh9Wr,Method_BXr9AIsPQhwNvyGdZL57,328,4,cac3f85073c947532796
1535,Class1,2024/11/11 10:56,Error5,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,--,8b1fbc97391699e46cef
1536,Class1,2024/11/11 10:56,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_5Q4KoXthUuYz3bvrTDFm,0,2,8b1fbc97391699e46cef
1537,Class1,2024/11/11 10:55,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_m8vwGkEZc3TSW2xqYUoR,0,3,8b1fbc97391699e46cef
1538,Class1,2024/11/11 10:55,Error1,0,Question_QRm48lXxzdP7Tn1WgNOf,Method_gj1NLb4Jn7URf9K2kQPd,0,5,8b1fbc97391699e46cef
1539,Class1,2024/11/11 10:53,Absolutely_Correct,3,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_Cj9Ya2R7fZd6xs1q5mNQ,356,2,8b1fbc97391699e46cef
1540,Class1,2024/11/11 10:50,Error2,0,Question_x2Fy7rZ3SwYl9jMQkpOD,Method_gj1NLb4Jn7URf9K2kQPd,328,3,8b1fbc97391699e46cef
1541,Class1,2024/11/11 10:43,Absolutely_Error,0,Question_FNg8X9v5zcbB1tQrxHR3,Method_BXr9AIsPQhwNvyGdZL57,324,3,22ae866c664a147f9971
1542,Class1,2024/11/11 9:44,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_5Q4KoXthUuYz3bvrTDFm,512,3,75c2677c8d156032e303
1543,Class1,2024/11/11 9:43,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,184,2,75c2677c8d156032e303
1544,Class1,2024/11/11 9:41,Absolutely_Correct,2,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,488,3,75c2677c8d156032e303
1545,Class1,2024/11/11 9:40,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,3,75c2677c8d156032e303
1546,Class1,2024/11/11 9:38,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_m8vwGkEZc3TSW2xqYUoR,0,5,75c2677c8d156032e303
1547,Class1,2024/11/11 9:31,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,324,2,a8eea517e36b20757b2e
1548,Class1,2024/11/11 9:29,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,368,3,a8eea517e36b20757b2e
1549,Class1,2024/11/11 9:28,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,200,3,a8eea517e36b20757b2e
1550,Class1,2024/11/11 9:27,Partially_Correct,1,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,200,3,a8eea517e36b20757b2e
1551,Class1,2024/11/11 9:26,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,1,a8eea517e36b20757b2e
1552,Class1,2024/11/11 9:25,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_BXr9AIsPQhwNvyGdZL57,0,3,a8eea517e36b20757b2e
1553,Class1,2024/11/11 9:24,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,3,a8eea517e36b20757b2e
1554,Class1,2024/11/11 9:21,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,5,a8eea517e36b20757b2e
1555,Class1,2024/11/11 9:20,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,1,a8eea517e36b20757b2e
1556,Class1,2024/11/11 9:02,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,336,4,a8eea517e36b20757b2e
1557,Class1,2024/11/11 9:02,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_gj1NLb4Jn7URf9K2kQPd,316,3,a8eea517e36b20757b2e
1558,Class1,2024/11/11 9:01,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,0,1,a8eea517e36b20757b2e
1559,Class1,2024/11/11 9:01,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,0,1,a8eea517e36b20757b2e
1560,Class1,2024/11/11 8:59,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,a8eea517e36b20757b2e
1561,Class1,2024/11/11 8:59,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,a8eea517e36b20757b2e
1562,Class1,2024/11/11 8:58,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,0,1,a8eea517e36b20757b2e
1563,Class1,2024/11/11 8:58,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_5Q4KoXthUuYz3bvrTDFm,0,5,a8eea517e36b20757b2e
1564,Class1,2024/11/11 1:10,Absolutely_Correct,3,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,320,2,8b1fbc97391699e46cef
1565,Class1,2024/11/11 0:46,Absolutely_Error,0,Question_62XbhBvJ8NUSnApgDL94,Method_gj1NLb4Jn7URf9K2kQPd,372,2,8b1fbc97391699e46cef
1566,Class1,2024/11/11 0:27,Absolutely_Correct,3,Question_Mh4CZIsrEfxkP1wXtOYV,Method_5Q4KoXthUuYz3bvrTDFm,316,2,8b1fbc97391699e46cef
1567,Class1,2024/11/10 23:58,Absolutely_Correct,2,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,320,3,37ae91c472189108a737
1568,Class1,2024/11/10 23:57,Error1,0,Question_3oPyUzDmQtcMfLpGZ0jW,Method_BXr9AIsPQhwNvyGdZL57,0,5,37ae91c472189108a737
1569,Class1,2024/11/10 23:56,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,3,e89cdaa3f159a0d3f55e
1570,Class1,2024/11/10 23:54,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,5,e89cdaa3f159a0d3f55e
1571,Class1,2024/11/10 23:54,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_m8vwGkEZc3TSW2xqYUoR,0,2,e89cdaa3f159a0d3f55e
1572,Class1,2024/11/10 23:53,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_gj1NLb4Jn7URf9K2kQPd,0,2,e89cdaa3f159a0d3f55e
1573,Class1,2024/11/10 23:53,Error1,0,Question_n2BTxIGw1Mc3Zo6RLdUe,Method_5Q4KoXthUuYz3bvrTDFm,0,4,e89cdaa3f159a0d3f55e
1574,Class1,2024/11/10 23:53,Error1,0,Question_x2L7AqbMuTjCwPFy6vNr,Method_5Q4KoXthUuYz3bvrTDFm,0,3,75c2677c8d156032e303
1575,Class1,2024/11/10 23:46,Error1,0,Question_3MwAFlmNO8EKrpY5zjUd,Method_gj1NLb4Jn7URf9K2kQPd,0,5,75c2677c8d156032e303
1576,Class1,2024/11/10 23:44,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_Cj9Ya2R7fZd6xs1q5mNQ,320,3,e89cdaa3f159a0d3f55e
1577,Class1,2024/11/10 23:44,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_Cj9Ya2R7fZd6xs1q5mNQ,0,1,e89cdaa3f159a0d3f55e
1578,Class1,2024/11/10 23:43,Absolutely_Correct,3,Question_NixCn84GdK2tySa5rB1V,Method_m8vwGkEZc3TSW2xqYUoR,324,3,e89cdaa3f159a0d3f55e
1579,Class1,2024/11/10 23:42,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_m8vwGkEZc3TSW2xqYUoR,0,1,e89cdaa3f159a0d3f55e
1580,Class1,2024/11/10 23:42,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_gj1NLb4Jn7URf9K2kQPd,0,1,e89cdaa3f159a0d3f55e
1581,Class1,2024/11/10 23:41,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,0,5,e89cdaa3f159a0d3f55e
1582,Class1,2024/11/10 23:40,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_gj1NLb4Jn7URf9K2kQPd,0,2,e89cdaa3f159a0d3f55e
1583,Class1,2024/11/10 23:40,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_5Q4KoXthUuYz3bvrTDFm,0,2,e89cdaa3f159a0d3f55e
1584,Class1,2024/11/10 23:39,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_BXr9AIsPQhwNvyGdZL57,0,4,e89cdaa3f159a0d3f55e
1585,Class1,2024/11/10 23:38,Error1,0,Question_NixCn84GdK2tySa5rB1V,Method_m8vwGkEZc3TSW2xqYUoR,0,1,e89cdaa3f159a0d3f55e
1586,Class1,2024/11/10 23:23,Absolutely_Correct,3,Question_TmKaGvfNoXYq4FZ2JrBu,Method_gj1NLb4Jn7URf9K2kQPd,348,3,e89cdaa3f159a0d3f55e
1587,Class1,2024/11/10 22:58,Absolutely_Error,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_Cj9Ya2R7fZd6xs1q5mNQ,200,3,8b1fbc97391699e46cef
1588,Class1,2024/11/10 22:57,Absolutely_Error,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_gj1NLb4Jn7URf9K2kQPd,200,3,8b1fbc97391699e46cef
1589,Class1,2024/11/10 22:56,Absolutely_Error,0,Question_Ej5mBw9rsOUKkFycGvz2,Method_m8vwGkEZc3TSW2xqYUoR,324,2,8b1fbc97391699e46cef
